OrderKey,CustomerKey,StoreKey,Order Date,Delivery Date,Currency Code,GeoLocationKey
1736013,1453090,440,10/2/2014,10/2/2014,USD,
1736014,513501,250,10/2/2014,10/2/2014,EUR,
1736015,1839784,460,10/2/2014,10/2/2014,USD,
1736016,1401445,630,10/2/2014,10/2/2014,USD,
1736017,1629311,480,10/2/2014,10/2/2014,USD,
1736018,786094,280,10/2/2014,10/2/2014,EUR,
1736019,1824698,540,10/2/2014,10/2/2014,USD,
1736020,1799621,570,10/2/2014,10/2/2014,USD,
1736021,1482570,650,10/2/2014,10/2/2014,USD,
1736022,502452,999999,10/2/2014,10/5/2014,EUR,
1736024,1870226,500,10/2/2014,10/2/2014,USD,
1736025,1904291,630,10/2/2014,10/2/2014,USD,
1736026,1988805,450,10/2/2014,10/2/2014,USD,
1736027,797203,280,10/2/2014,10/2/2014,EUR,
1736028,1783167,450,10/2/2014,10/2/2014,USD,
1736029,1263104,450,10/2/2014,10/2/2014,USD,
1736030,1213537,570,10/2/2014,10/2/2014,USD,
1736032,259102,110,10/2/2014,10/2/2014,CAD,
1736033,1628727,660,10/2/2014,10/2/2014,USD,
1736034,1767794,999999,10/2/2014,10/6/2014,USD,
1736035,454833,250,10/2/2014,10/2/2014,EUR,
1736036,1571665,440,10/2/2014,10/2/2014,USD,
1736037,1886594,450,10/2/2014,10/2/2014,USD,
1736038,1395464,999999,10/2/2014,10/5/2014,USD,
1736039,1547777,999999,10/2/2014,10/4/2014,USD,
1736041,382960,110,10/2/2014,10/2/2014,CAD,
1737000,1458500,510,10/3/2014,10/3/2014,USD,
1737001,1491817,999999,10/3/2014,10/7/2014,USD,
1737002,1857984,999999,10/3/2014,10/10/2014,USD,
1737003,2052878,440,10/3/2014,10/3/2014,USD,
1737004,2043708,500,10/3/2014,10/3/2014,USD,
1737005,1327821,450,10/3/2014,10/3/2014,USD,
1737006,1624573,999999,10/3/2014,10/7/2014,USD,
1737007,1908818,605,10/3/2014,10/3/2014,USD,
1737008,1205821,570,10/3/2014,10/3/2014,USD,
1737009,71282,30,10/3/2014,10/3/2014,AUD,
1737010,966331,390,10/3/2014,10/3/2014,GBP,
1737011,979954,390,10/3/2014,10/3/2014,GBP,
1737012,739922,280,10/3/2014,10/3/2014,EUR,
1737013,1466506,660,10/3/2014,10/3/2014,USD,
1737014,272995,80,10/3/2014,10/3/2014,CAD,
1737015,1000168,420,10/3/2014,10/3/2014,GBP,
1737016,210267,80,10/3/2014,10/3/2014,CAD,
1737017,1360697,999999,10/3/2014,10/9/2014,USD,
1737018,1253680,530,10/3/2014,10/3/2014,USD,
1737019,1790366,999999,10/3/2014,10/8/2014,USD,
1737020,1427026,520,10/3/2014,10/3/2014,USD,
1737021,1502234,630,10/3/2014,10/3/2014,USD,
1737022,1397271,460,10/3/2014,10/3/2014,USD,
1737023,1493457,500,10/3/2014,10/3/2014,USD,
1737024,1728060,440,10/3/2014,10/3/2014,USD,
1737025,1622857,520,10/3/2014,10/3/2014,USD,
1737026,809163,999999,10/3/2014,10/6/2014,EUR,
1737027,702557,999999,10/3/2014,10/7/2014,EUR,
1738000,2053617,540,10/4/2014,10/4/2014,USD,
1738001,55914,60,10/4/2014,10/4/2014,AUD,
1738002,1074065,370,10/4/2014,10/4/2014,GBP,
1738003,1371463,500,10/4/2014,10/4/2014,USD,
1738004,1256645,999999,10/4/2014,10/8/2014,USD,
1738005,1693753,500,10/4/2014,10/4/2014,USD,
1738006,1421881,605,10/4/2014,10/4/2014,USD,
1738007,1314813,450,10/4/2014,10/4/2014,USD,
1738008,1732554,605,10/4/2014,10/4/2014,USD,
1738009,1740013,480,10/4/2014,10/4/2014,USD,
1738010,380313,999999,10/4/2014,10/9/2014,CAD,
1738011,777192,290,10/4/2014,10/4/2014,EUR,
1738012,1784517,630,10/4/2014,10/4/2014,USD,
1738013,1838893,460,10/4/2014,10/4/2014,USD,
1738014,98584,30,10/4/2014,10/4/2014,AUD,
1738015,1090531,410,10/4/2014,10/4/2014,GBP,
1738016,1974345,610,10/4/2014,10/4/2014,USD,
1738017,1391234,510,10/4/2014,10/4/2014,USD,
1738018,1744383,520,10/4/2014,10/4/2014,USD,
1738019,2034965,999999,10/4/2014,10/7/2014,USD,
1738020,1765862,605,10/4/2014,10/4/2014,USD,
1738021,1795866,530,10/4/2014,10/4/2014,USD,
1738022,982052,360,10/4/2014,10/4/2014,GBP,
1738023,849706,310,10/4/2014,10/4/2014,EUR,
1738024,1542784,480,10/4/2014,10/4/2014,USD,
1738025,1959184,570,10/4/2014,10/4/2014,USD,
1738026,519361,250,10/4/2014,10/4/2014,EUR,
1738027,1288961,510,10/4/2014,10/4/2014,USD,
1738028,100386,40,10/4/2014,10/4/2014,AUD,
1738029,1123758,400,10/4/2014,10/4/2014,GBP,
1738030,1142863,370,10/4/2014,10/4/2014,GBP,
1738031,1672305,590,10/4/2014,10/4/2014,USD,
1738032,305226,90,10/4/2014,10/4/2014,CAD,
1738033,1513119,530,10/4/2014,10/4/2014,USD,
1738034,609680,999999,10/4/2014,10/9/2014,EUR,
1738035,2007397,660,10/4/2014,10/4/2014,USD,
1738036,1312920,650,10/4/2014,10/4/2014,USD,
1738037,880261,340,10/4/2014,10/4/2014,EUR,
1738038,199120,10,10/4/2014,10/4/2014,AUD,
1738039,2064706,650,10/4/2014,10/4/2014,USD,
1738040,1131690,999999,10/4/2014,10/8/2014,GBP,
1738041,1994972,610,10/4/2014,10/4/2014,USD,
1738042,793573,280,10/4/2014,10/4/2014,EUR,
1738043,1284353,670,10/4/2014,10/4/2014,USD,
1738044,1988267,605,10/4/2014,10/4/2014,USD,
1738045,96426,30,10/4/2014,10/4/2014,AUD,
1738046,975403,370,10/4/2014,10/4/2014,GBP,
1738047,343095,90,10/4/2014,10/4/2014,CAD,
1738048,930700,360,10/4/2014,10/4/2014,GBP,
1738049,570741,250,10/4/2014,10/4/2014,EUR,
1738050,963082,999999,10/4/2014,10/6/2014,GBP,
1738051,1254329,530,10/4/2014,10/4/2014,USD,
1739000,1642699,570,10/5/2014,10/5/2014,USD,
1739001,1190513,360,10/5/2014,10/5/2014,GBP,
1739002,39183,20,10/5/2014,10/5/2014,AUD,
1739003,2002311,440,10/5/2014,10/5/2014,USD,
1739004,1216913,999999,10/5/2014,10/8/2014,USD,
1740000,1060423,390,10/6/2014,10/6/2014,GBP,
1740002,1306783,540,10/6/2014,10/6/2014,USD,
1740003,1507007,580,10/6/2014,10/6/2014,USD,
1740004,1375201,605,10/6/2014,10/6/2014,USD,
1740005,26970,10,10/6/2014,10/6/2014,AUD,
1740006,1905541,510,10/6/2014,10/6/2014,USD,
1740007,822698,320,10/6/2014,10/6/2014,EUR,
1740008,573961,999999,10/6/2014,10/12/2014,EUR,
1740009,1256284,580,10/6/2014,10/6/2014,USD,
1740010,1179746,420,10/6/2014,10/6/2014,GBP,
1740011,1728275,440,10/6/2014,10/6/2014,USD,
1740012,557039,250,10/6/2014,10/6/2014,EUR,
1740013,229838,999999,10/6/2014,10/11/2014,CAD,
1740014,1518136,460,10/6/2014,10/6/2014,USD,
1740015,601921,170,10/6/2014,10/6/2014,EUR,
1740016,1584962,520,10/6/2014,10/6/2014,USD,
1740017,2090627,605,10/6/2014,10/6/2014,USD,
1740018,1315898,440,10/6/2014,10/6/2014,USD,
1740019,605306,130,10/6/2014,10/6/2014,EUR,
1740020,1402036,540,10/6/2014,10/6/2014,USD,
1740021,1320648,540,10/6/2014,10/6/2014,USD,
1740022,1843033,590,10/6/2014,10/6/2014,USD,
1740023,1575066,530,10/6/2014,10/6/2014,USD,
1741000,1400721,480,10/7/2014,10/7/2014,USD,
1741001,1682730,540,10/7/2014,10/7/2014,USD,
1741002,262393,110,10/7/2014,10/7/2014,CAD,
1741003,848896,999999,10/7/2014,10/11/2014,EUR,
1741004,776200,999999,10/7/2014,10/14/2014,EUR,
1741005,1362769,670,10/7/2014,10/7/2014,USD,
1741006,42177,60,10/7/2014,10/7/2014,AUD,
1741007,1544577,650,10/7/2014,10/7/2014,USD,
1741008,1670689,480,10/7/2014,10/7/2014,USD,
1741009,1421890,610,10/7/2014,10/7/2014,USD,
1741010,1016078,360,10/7/2014,10/7/2014,GBP,
1741011,1981004,440,10/7/2014,10/7/2014,USD,
1741012,265598,999999,10/7/2014,10/15/2014,CAD,
1741013,1010181,360,10/7/2014,10/7/2014,GBP,
1741014,411768,270,10/7/2014,10/7/2014,EUR,
1741015,1848776,999999,10/7/2014,10/13/2014,USD,
1741016,1633217,480,10/7/2014,10/7/2014,USD,
1741017,1071530,420,10/7/2014,10/7/2014,GBP,
1741018,567243,250,10/7/2014,10/7/2014,EUR,
1741019,1839627,650,10/7/2014,10/7/2014,USD,
1741020,1982150,570,10/7/2014,10/7/2014,USD,
1741021,582975,240,10/7/2014,10/7/2014,EUR,
1741022,1540569,670,10/7/2014,10/7/2014,USD,
1741023,490201,200,10/7/2014,10/7/2014,EUR,
1741024,1193732,360,10/7/2014,10/7/2014,GBP,
1741025,2057186,570,10/7/2014,10/7/2014,USD,
1741026,283903,110,10/7/2014,10/7/2014,CAD,
1741028,707360,300,10/7/2014,10/7/2014,EUR,
1742000,1440476,540,10/8/2014,10/8/2014,USD,
1742001,1759497,999999,10/8/2014,10/14/2014,USD,
1742002,909014,390,10/8/2014,10/8/2014,GBP,
1742003,336525,110,10/8/2014,10/8/2014,CAD,
1742004,686333,160,10/8/2014,10/8/2014,EUR,
1742005,1456036,999999,10/8/2014,10/12/2014,USD,
1742006,1398124,500,10/8/2014,10/8/2014,USD,
1742007,1872046,520,10/8/2014,10/8/2014,USD,
1742008,1168092,370,10/8/2014,10/8/2014,GBP,
1742009,1190713,360,10/8/2014,10/8/2014,GBP,
1742010,132858,60,10/8/2014,10/8/2014,AUD,
1742012,1373708,500,10/8/2014,10/8/2014,USD,
1742013,502444,250,10/8/2014,10/8/2014,EUR,
1742014,1378598,590,10/8/2014,10/8/2014,USD,
1742015,1655148,450,10/8/2014,10/8/2014,USD,
1742016,417789,270,10/8/2014,10/8/2014,EUR,
1742017,261669,90,10/8/2014,10/8/2014,CAD,
1742018,493378,200,10/8/2014,10/8/2014,EUR,
1742019,152438,40,10/8/2014,10/8/2014,AUD,
1742020,309994,110,10/8/2014,10/8/2014,CAD,
1742021,1850415,610,10/8/2014,10/8/2014,USD,
1742022,512415,999999,10/8/2014,10/12/2014,EUR,
1742023,1719990,650,10/8/2014,10/8/2014,USD,
1742024,162784,60,10/8/2014,10/8/2014,AUD,
1742025,1238419,570,10/8/2014,10/8/2014,USD,
1742026,1588361,460,10/8/2014,10/8/2014,USD,
1742027,1761910,460,10/8/2014,10/8/2014,USD,
1742028,476441,220,10/8/2014,10/8/2014,EUR,
1742029,1227948,630,10/8/2014,10/8/2014,USD,
1742030,234326,110,10/8/2014,10/8/2014,CAD,
1742031,303506,90,10/8/2014,10/8/2014,CAD,
1742032,2097135,999999,10/8/2014,10/13/2014,USD,
1742033,1300892,440,10/8/2014,10/8/2014,USD,
1742034,741381,280,10/8/2014,10/8/2014,EUR,
1742036,62038,30,10/8/2014,10/8/2014,AUD,
1742037,1854577,999999,10/8/2014,10/11/2014,USD,
1742038,493374,220,10/8/2014,10/8/2014,EUR,
1743000,1930384,999999,10/9/2014,10/11/2014,USD,
1743001,1971558,999999,10/9/2014,10/13/2014,USD,
1743002,1475900,590,10/9/2014,10/9/2014,USD,
1743003,2054922,460,10/9/2014,10/9/2014,USD,
1743004,1180909,420,10/9/2014,10/9/2014,GBP,
1743005,1001523,370,10/9/2014,10/9/2014,GBP,
1743006,513424,999999,10/9/2014,10/12/2014,EUR,
1743007,2067231,999999,10/9/2014,10/15/2014,USD,
1743008,1737591,440,10/9/2014,10/9/2014,USD,
1743009,772646,280,10/9/2014,10/9/2014,EUR,
1743010,265825,90,10/9/2014,10/9/2014,CAD,
1743011,497316,200,10/9/2014,10/9/2014,EUR,
1743012,1865096,660,10/9/2014,10/9/2014,USD,
1743013,132774,999999,10/9/2014,10/16/2014,AUD,
1743014,1411618,520,10/9/2014,10/9/2014,USD,
1743015,1805961,530,10/9/2014,10/9/2014,USD,
1743016,249578,110,10/9/2014,10/9/2014,CAD,
1743017,374334,90,10/9/2014,10/9/2014,CAD,
1743018,1285725,450,10/9/2014,10/9/2014,USD,
1743019,590749,250,10/9/2014,10/9/2014,EUR,
1743020,1328539,605,10/9/2014,10/9/2014,USD,
1743021,1420473,999999,10/9/2014,10/13/2014,USD,
1743022,2070212,999999,10/9/2014,10/11/2014,USD,
1743023,1643550,460,10/9/2014,10/9/2014,USD,
1743024,2000872,999999,10/9/2014,10/13/2014,USD,
1743025,1550543,540,10/9/2014,10/9/2014,USD,
1743026,1947876,540,10/9/2014,10/9/2014,USD,
1743027,1542383,660,10/9/2014,10/9/2014,USD,
1743028,27616,60,10/9/2014,10/9/2014,AUD,
1743029,803041,350,10/9/2014,10/9/2014,EUR,
1743030,1807561,510,10/9/2014,10/9/2014,USD,
1743031,1212279,540,10/9/2014,10/9/2014,USD,
1743032,2024716,999999,10/9/2014,10/13/2014,USD,
1743033,1969722,605,10/9/2014,10/9/2014,USD,
1743034,1878966,440,10/9/2014,10/9/2014,USD,
1743036,1651796,660,10/9/2014,10/9/2014,USD,
1743037,1246129,660,10/9/2014,10/9/2014,USD,
1743038,1745379,570,10/9/2014,10/9/2014,USD,
1743039,2062220,660,10/9/2014,10/9/2014,USD,
1743040,2045543,605,10/9/2014,10/9/2014,USD,
1743041,536221,200,10/9/2014,10/9/2014,EUR,
1744000,1342226,440,10/10/2014,10/10/2014,USD,
1744001,1929593,660,10/10/2014,10/10/2014,USD,
1744002,215385,80,10/10/2014,10/10/2014,CAD,
1744003,1823649,500,10/10/2014,10/10/2014,USD,
1744004,161095,10,10/10/2014,10/10/2014,AUD,
1744005,1700215,999999,10/10/2014,10/18/2014,USD,
1744006,1936191,670,10/10/2014,10/10/2014,USD,
1744007,1723161,605,10/10/2014,10/10/2014,USD,
1744008,793700,280,10/10/2014,10/10/2014,EUR,
1744009,863561,340,10/10/2014,10/10/2014,EUR,
1744010,1766504,440,10/10/2014,10/10/2014,USD,
1744011,1090696,370,10/10/2014,10/10/2014,GBP,
1744012,1801198,999999,10/10/2014,10/14/2014,USD,
1744013,453255,220,10/10/2014,10/10/2014,EUR,
1744014,40052,10,10/10/2014,10/10/2014,AUD,
1744015,975128,410,10/10/2014,10/10/2014,GBP,
1744016,1319610,605,10/10/2014,10/10/2014,USD,
1744017,1016110,999999,10/10/2014,10/18/2014,GBP,
1744018,1958662,510,10/10/2014,10/10/2014,USD,
1744019,1526993,630,10/10/2014,10/10/2014,USD,
1744020,209529,999999,10/10/2014,10/15/2014,CAD,
1744021,784521,290,10/10/2014,10/10/2014,EUR,
1744022,1243331,540,10/10/2014,10/10/2014,USD,
1744023,1244285,480,10/10/2014,10/10/2014,USD,
1744024,1721634,530,10/10/2014,10/10/2014,USD,
1744025,1788641,660,10/10/2014,10/10/2014,USD,
1744026,1397180,570,10/10/2014,10/10/2014,USD,
1744028,1792947,570,10/10/2014,10/10/2014,USD,
1745000,2054315,440,10/11/2014,10/11/2014,USD,
1745001,658305,999999,10/11/2014,10/16/2014,EUR,
1745002,1266191,660,10/11/2014,10/11/2014,USD,
1745003,307671,90,10/11/2014,10/11/2014,CAD,
1745004,1165391,999999,10/11/2014,10/12/2014,GBP,
1745005,514089,230,10/11/2014,10/11/2014,EUR,
1745006,1621778,550,10/11/2014,10/11/2014,USD,
1745007,1527115,440,10/11/2014,10/11/2014,USD,
1745008,1270042,450,10/11/2014,10/11/2014,USD,
1745009,37980,30,10/11/2014,10/11/2014,AUD,
1745010,509827,220,10/11/2014,10/11/2014,EUR,
1745011,1887604,540,10/11/2014,10/11/2014,USD,
1745012,1239387,660,10/11/2014,10/11/2014,USD,
1745013,1915613,670,10/11/2014,10/11/2014,USD,
1745014,1585904,999999,10/11/2014,10/12/2014,USD,
1745015,374822,110,10/11/2014,10/11/2014,CAD,
1745016,1567678,580,10/11/2014,10/11/2014,USD,
1745018,1677730,630,10/11/2014,10/11/2014,USD,
1745019,224111,90,10/11/2014,10/11/2014,CAD,
1745020,745462,300,10/11/2014,10/11/2014,EUR,
1745021,566198,250,10/11/2014,10/11/2014,EUR,
1745022,571339,270,10/11/2014,10/11/2014,EUR,
1745023,1915783,590,10/11/2014,10/11/2014,USD,
1745024,1051777,400,10/11/2014,10/11/2014,GBP,
1745025,398523,90,10/11/2014,10/11/2014,CAD,
1745026,590793,200,10/11/2014,10/11/2014,EUR,
1745027,1865468,999999,10/11/2014,10/13/2014,USD,
1745028,1925886,460,10/11/2014,10/11/2014,USD,
1745029,1633913,630,10/11/2014,10/11/2014,USD,
1745030,2064577,480,10/11/2014,10/11/2014,USD,
1745031,1365045,570,10/11/2014,10/11/2014,USD,
1745032,1118795,410,10/11/2014,10/11/2014,GBP,
1745033,1199531,999999,10/11/2014,10/14/2014,GBP,
1745034,1391462,520,10/11/2014,10/11/2014,USD,
1745035,584827,270,10/11/2014,10/11/2014,EUR,
1745036,340339,110,10/11/2014,10/11/2014,CAD,
1745037,1988267,510,10/11/2014,10/11/2014,USD,
1745038,1163958,370,10/11/2014,10/11/2014,GBP,
1745039,1213028,550,10/11/2014,10/11/2014,USD,
1745040,1621370,480,10/11/2014,10/11/2014,USD,
1745041,1270510,999999,10/11/2014,10/15/2014,USD,
1745042,162754,999999,10/11/2014,10/18/2014,AUD,
1745043,2073192,999999,10/11/2014,10/17/2014,USD,
1745044,1295545,480,10/11/2014,10/11/2014,USD,
1745045,607598,130,10/11/2014,10/11/2014,EUR,
1745046,687475,120,10/11/2014,10/11/2014,EUR,
1745047,735859,999999,10/11/2014,10/16/2014,EUR,
1745048,403323,220,10/11/2014,10/11/2014,EUR,
1745049,2014930,460,10/11/2014,10/11/2014,USD,
1746000,1971820,999999,10/12/2014,10/15/2014,USD,
1746001,1303448,440,10/12/2014,10/12/2014,USD,
1746002,1173325,370,10/12/2014,10/12/2014,GBP,
1746003,1941245,610,10/12/2014,10/12/2014,USD,
1746004,331990,80,10/12/2014,10/12/2014,CAD,
1747000,1310474,999999,10/13/2014,10/17/2014,USD,
1747001,1784567,605,10/13/2014,10/13/2014,USD,
1747002,1373140,510,10/13/2014,10/13/2014,USD,
1747003,1713610,999999,10/13/2014,10/15/2014,USD,
1747004,1419155,610,10/13/2014,10/13/2014,USD,
1747005,1288974,570,10/13/2014,10/13/2014,USD,
1747006,1506504,590,10/13/2014,10/13/2014,USD,
1747007,1942072,999999,10/13/2014,10/16/2014,USD,
1747008,1409017,610,10/13/2014,10/13/2014,USD,
1747009,542943,240,10/13/2014,10/13/2014,EUR,
1747010,1301194,530,10/13/2014,10/13/2014,USD,
1747011,2045543,605,10/13/2014,10/13/2014,USD,
1747012,1330560,550,10/13/2014,10/13/2014,USD,
1747013,1876912,540,10/13/2014,10/13/2014,USD,
1747014,1449784,480,10/13/2014,10/13/2014,USD,
1747015,1243331,570,10/13/2014,10/13/2014,USD,
1747016,445434,220,10/13/2014,10/13/2014,EUR,
1747017,382489,110,10/13/2014,10/13/2014,CAD,
1747018,125149,999999,10/13/2014,10/17/2014,AUD,
1747019,951987,370,10/13/2014,10/13/2014,GBP,
1747020,2029781,520,10/13/2014,10/13/2014,USD,
1747021,953998,420,10/13/2014,10/13/2014,GBP,
1747022,1996781,999999,10/13/2014,10/18/2014,USD,
1747023,1817382,605,10/13/2014,10/13/2014,USD,
1748000,1510251,650,10/14/2014,10/14/2014,USD,
1748001,554210,999999,10/14/2014,10/16/2014,EUR,
1748002,709043,290,10/14/2014,10/14/2014,EUR,
1748003,1600674,610,10/14/2014,10/14/2014,USD,
1748004,1891465,590,10/14/2014,10/14/2014,USD,
1748005,466333,250,10/14/2014,10/14/2014,EUR,
1748006,1830812,999999,10/14/2014,10/20/2014,USD,
1748007,1147136,410,10/14/2014,10/14/2014,GBP,
1748008,997846,360,10/14/2014,10/14/2014,GBP,
1748009,1666650,590,10/14/2014,10/14/2014,USD,
1748010,782571,999999,10/14/2014,10/19/2014,EUR,
1748011,1498538,520,10/14/2014,10/14/2014,USD,
1748012,1257599,660,10/14/2014,10/14/2014,USD,
1748013,1041465,370,10/14/2014,10/14/2014,GBP,
1748014,1315611,520,10/14/2014,10/14/2014,USD,
1748015,971117,410,10/14/2014,10/14/2014,GBP,
1748016,1451236,999999,10/14/2014,10/18/2014,USD,
1748017,1842041,580,10/14/2014,10/14/2014,USD,
1748018,1262414,450,10/14/2014,10/14/2014,USD,
1748019,2062344,999999,10/14/2014,10/21/2014,USD,
1748020,1656614,540,10/14/2014,10/14/2014,USD,
1748021,1737466,580,10/14/2014,10/14/2014,USD,
1748022,1569144,450,10/14/2014,10/14/2014,USD,
1748023,1884596,999999,10/14/2014,10/17/2014,USD,
1748024,1411283,670,10/14/2014,10/14/2014,USD,
1748025,876113,340,10/14/2014,10/14/2014,EUR,
1748026,1999911,670,10/14/2014,10/14/2014,USD,
1748027,1239387,999999,10/14/2014,10/22/2014,USD,
1749000,835036,999999,10/15/2014,10/20/2014,EUR,
1749001,1163958,370,10/15/2014,10/15/2014,GBP,
1749002,853548,350,10/15/2014,10/15/2014,EUR,
1749003,580291,220,10/15/2014,10/15/2014,EUR,
1749004,1203628,500,10/15/2014,10/15/2014,USD,
1749005,1719990,500,10/15/2014,10/15/2014,USD,
1749006,1256860,610,10/15/2014,10/15/2014,USD,
1749007,1751553,670,10/15/2014,10/15/2014,USD,
1749008,1830423,530,10/15/2014,10/15/2014,USD,
1749009,1128384,360,10/15/2014,10/15/2014,GBP,
1749010,445503,200,10/15/2014,10/15/2014,EUR,
1749011,992253,370,10/15/2014,10/15/2014,GBP,
1749012,1779637,999999,10/15/2014,10/19/2014,USD,
1749013,659211,180,10/15/2014,10/15/2014,EUR,
1749014,1361542,570,10/15/2014,10/15/2014,USD,
1749015,831099,310,10/15/2014,10/15/2014,EUR,
1749016,1814968,999999,10/15/2014,10/22/2014,USD,
1749017,1214271,999999,10/15/2014,10/20/2014,USD,
1749018,506507,999999,10/15/2014,10/20/2014,EUR,
1749019,1650383,540,10/15/2014,10/15/2014,USD,
1749020,2039796,630,10/15/2014,10/15/2014,USD,
1749021,761297,290,10/15/2014,10/15/2014,EUR,
1749022,1523982,999999,10/15/2014,10/20/2014,USD,
1749023,1239615,580,10/15/2014,10/15/2014,USD,
1749024,1554303,999999,10/15/2014,10/17/2014,USD,
1749026,2039683,540,10/15/2014,10/15/2014,USD,
1749027,1471544,480,10/15/2014,10/15/2014,USD,
1749028,963697,400,10/15/2014,10/15/2014,GBP,
1749029,1653389,460,10/15/2014,10/15/2014,USD,
1749030,1072272,370,10/15/2014,10/15/2014,GBP,
1749031,531153,270,10/15/2014,10/15/2014,EUR,
1749032,732008,280,10/15/2014,10/15/2014,EUR,
1749033,2057721,480,10/15/2014,10/15/2014,USD,
1749034,2034922,610,10/15/2014,10/15/2014,USD,
1749035,1819180,570,10/15/2014,10/15/2014,USD,
1749036,309363,90,10/15/2014,10/15/2014,CAD,
1750000,1870033,999999,10/16/2014,10/20/2014,USD,
1750001,2043708,590,10/16/2014,10/16/2014,USD,
1750002,2057608,550,10/16/2014,10/16/2014,USD,
1750003,2017884,540,10/16/2014,10/16/2014,USD,
1750004,1719849,610,10/16/2014,10/16/2014,USD,
1750005,1971806,999999,10/16/2014,10/23/2014,USD,
1750006,1752012,999999,10/16/2014,10/21/2014,USD,
1750007,1257627,999999,10/16/2014,10/21/2014,USD,
1750008,1592197,460,10/16/2014,10/16/2014,USD,
1750009,1857129,660,10/16/2014,10/16/2014,USD,
1750010,456958,220,10/16/2014,10/16/2014,EUR,
1750011,1979879,610,10/16/2014,10/16/2014,USD,
1750012,1197932,400,10/16/2014,10/16/2014,GBP,
1750013,1576374,999999,10/16/2014,10/17/2014,USD,
1750014,760987,300,10/16/2014,10/16/2014,EUR,
1750015,1481578,999999,10/16/2014,10/22/2014,USD,
1750016,1275636,670,10/16/2014,10/16/2014,USD,
1750017,686863,170,10/16/2014,10/16/2014,EUR,
1750018,376933,999999,10/16/2014,10/25/2014,CAD,
1750019,1807649,999999,10/16/2014,10/21/2014,USD,
1750020,1958824,450,10/16/2014,10/16/2014,USD,
1750021,1485415,630,10/16/2014,10/16/2014,USD,
1750022,949774,370,10/16/2014,10/16/2014,GBP,
1750023,454932,240,10/16/2014,10/16/2014,EUR,
1750024,1407578,999999,10/16/2014,10/20/2014,USD,
1750025,1223111,660,10/16/2014,10/16/2014,USD,
1750026,2051642,540,10/16/2014,10/16/2014,USD,
1750027,744512,280,10/16/2014,10/16/2014,EUR,
1750028,1802406,500,10/16/2014,10/16/2014,USD,
1750029,1765915,570,10/16/2014,10/16/2014,USD,
1750030,1631360,999999,10/16/2014,10/20/2014,USD,
1750031,1409991,500,10/16/2014,10/16/2014,USD,
1750032,1547560,460,10/16/2014,10/16/2014,USD,
1750033,1682660,590,10/16/2014,10/16/2014,USD,
1750034,1237566,650,10/16/2014,10/16/2014,USD,
1750035,1828828,510,10/16/2014,10/16/2014,USD,
1750036,500164,240,10/16/2014,10/16/2014,EUR,
1750037,366774,110,10/16/2014,10/16/2014,CAD,
1750038,1698831,530,10/16/2014,10/16/2014,USD,
1750039,265007,90,10/16/2014,10/16/2014,CAD,
1750040,2090623,480,10/16/2014,10/16/2014,USD,
1751000,1437243,460,10/17/2014,10/17/2014,USD,
1751001,1802632,630,10/17/2014,10/17/2014,USD,
1751002,444034,220,10/17/2014,10/17/2014,EUR,
1751003,1781366,450,10/17/2014,10/17/2014,USD,
1751004,1478441,480,10/17/2014,10/17/2014,USD,
1751005,410879,999999,10/17/2014,10/20/2014,EUR,
1751006,2029797,590,10/17/2014,10/17/2014,USD,
1751008,825894,320,10/17/2014,10/17/2014,EUR,
1751010,1688698,480,10/17/2014,10/17/2014,USD,
1751011,528376,999999,10/17/2014,10/21/2014,EUR,
1751012,1394461,999999,10/17/2014,10/24/2014,USD,
1751013,1369926,999999,10/17/2014,10/19/2014,USD,
1751014,1959860,510,10/17/2014,10/17/2014,USD,
1751015,1633967,530,10/17/2014,10/17/2014,USD,
1751016,1561059,650,10/17/2014,10/17/2014,USD,
1751017,1262429,610,10/17/2014,10/17/2014,USD,
1751018,198627,60,10/17/2014,10/17/2014,AUD,
1751019,1207010,630,10/17/2014,10/17/2014,USD,
1751020,1382048,999999,10/17/2014,10/24/2014,USD,
1751021,1624904,570,10/17/2014,10/17/2014,USD,
1751023,1314859,500,10/17/2014,10/17/2014,USD,
1751024,1585631,580,10/17/2014,10/17/2014,USD,
1751025,1729311,660,10/17/2014,10/17/2014,USD,
1751026,439991,270,10/17/2014,10/17/2014,EUR,
1751027,1317281,440,10/17/2014,10/17/2014,USD,
1752000,486573,999999,10/18/2014,10/23/2014,EUR,
1752001,1553574,999999,10/18/2014,10/21/2014,USD,
1752002,385627,110,10/18/2014,10/18/2014,CAD,
1752003,1364889,550,10/18/2014,10/18/2014,USD,
1752004,1639605,580,10/18/2014,10/18/2014,USD,
1752005,363382,110,10/18/2014,10/18/2014,CAD,
1752006,439991,999999,10/18/2014,10/21/2014,EUR,
1752007,378900,999999,10/18/2014,10/24/2014,CAD,
1752008,65163,10,10/18/2014,10/18/2014,AUD,
1752009,1341850,480,10/18/2014,10/18/2014,USD,
1752010,1832926,550,10/18/2014,10/18/2014,USD,
1752011,812557,350,10/18/2014,10/18/2014,EUR,
1752012,1417576,500,10/18/2014,10/18/2014,USD,
1752013,100040,30,10/18/2014,10/18/2014,AUD,
1752014,1533894,500,10/18/2014,10/18/2014,USD,
1752015,1349711,590,10/18/2014,10/18/2014,USD,
1752016,247129,999999,10/18/2014,10/23/2014,CAD,
